K00001.01	1.960000000000000075e-01
K00002.01	2.670000000000000151e-01
K00003.01	3.460000000000000298e-01
K00004.01	6.679999999999999272e-01
K00005.01	3.039999999999999925e-01
K00005.02	3.039999999999999925e-01
K00006.01	6.859999999999999432e-01
K00007.01	1.350000000000000089e-01
K00008.01	8.859999999999998987e-01
K00009.01	2.410000000000000198e-01
K00010.01	2.149999999999999967e-01
K00011.01	2.250000000000000056e-01
K00012.01	8.649999999999999911e-01
K00013.01	1.880000000000000004e-01
K00014.01	3.210000000000000075e-01
K00015.01	6.550000000000000266e-01
K00016.01	1.000999999999999890e+00
K00017.01	3.059999999999999942e-01
K00018.01	1.463000000000000078e+00
K00019.01	1.910000000000000031e-01
K00020.01	1.689999999999999836e-01
K00021.01	1.489999999999999936e-01
K00022.01	1.509999999999999953e-01
K00023.01	1.580000000000000016e-01
K00024.01	2.469999999999999973e-01
K00025.01	1.860000000000000264e-01
K00026.01	5.170000000000000151e-01
K00027.01	3.860000000000000098e-01
K00028.01	6.280000000000000027e-01
K00031.01	3.529999999999999805e-01
K00033.01	1.088000000000000078e+00
K00041.01	2.689999999999999614e-01
K00041.02	2.689999999999999614e-01
K00041.03	2.689999999999999614e-01
K00042.01	1.380000000000000115e-01
K00043.01	3.980000000000000204e-01
K00044.01	1.227000000000000091e+00
K00045.01	5.140000000000000124e-01
K00046.01	1.819999999999999951e-01
K00046.02	1.819999999999999951e-01
K00048.01	5.939999999999999725e-01
K00049.01	2.520000000000000018e-01
K00051.01	6.169999999999999929e-01
K00052.01	5.859999999999999654e-01
K00053.01	5.090000000000000080e-01
K00061.01	6.270000000000000018e-01
K00063.01	2.319999999999999840e-01
K00064.01	8.429999999999999716e-01
K00065.01	3.320000000000000173e-01
K00066.01	5.829999999999999627e-01
K00068.01	1.469999999999999918e-01
K00069.01	2.780000000000000249e-01
K00070.01	2.780000000000000249e-01
K00070.02	2.780000000000000249e-01
K00070.03	2.780000000000000249e-01
K00070.04	2.780000000000000249e-01
K00070.05	2.780000000000000249e-01
K00072.01	1.369999999999999829e-01
K00072.02	1.369999999999999829e-01
K00074.01	7.879999999999999227e-01
K00075.01	2.939999999999999836e-01
K00076.01	3.229999999999999538e-01
K00080.01	1.159000000000000030e+00
K00081.01	5.300000000000000266e-01
K00082.01	1.610000000000000042e-01
K00082.02	1.610000000000000042e-01
K00082.03	1.610000000000000042e-01
K00082.04	1.610000000000000042e-01
K00082.05	1.610000000000000042e-01
K00084.01	4.299999999999999933e-01
K00085.01	2.330000000000000127e-01
K00085.02	2.330000000000000127e-01
K00085.03	2.330000000000000127e-01
K00087.01	1.869999999999999996e-01
K00088.01	7.609999999999998987e-01
K00089.01	1.315999999999999837e+00
K00089.02	1.315999999999999837e+00
K00090.01	2.500000000000000000e-01
K00092.01	1.730000000000000149e-01
K00094.01	1.220999999999999863e+00
K00094.02	1.220999999999999863e+00
K00094.03	1.220999999999999863e+00
K00094.04	1.220999999999999863e+00
K00097.01	2.720000000000000195e-01
K00098.01	1.889999999999999736e-01
K00099.01	4.939999999999999947e-01
K00099.02	4.939999999999999947e-01
K00100.01	3.900000000000000133e-01
K00102.01	1.279000000000000137e+00
K00102.02	1.279000000000000137e+00
K00103.01	4.929999999999999938e-01
K00104.01	1.459999999999999909e-01
K00105.01	9.449999999999999512e-01
K00106.01	5.210000000000000187e-01
K00107.01	2.460000000000000242e-01
K00108.01	3.529999999999999805e-01
K00108.02	3.529999999999999805e-01
K00109.01	3.820000000000000062e-01
K00110.01	1.239999999999999991e-01
K00111.01	2.760000000000000231e-01
K00111.02	2.760000000000000231e-01
K00111.03	2.760000000000000231e-01
K00111.04	2.760000000000000231e-01
K00112.01	2.560000000000000053e-01
K00112.02	2.560000000000000053e-01
K00113.01	5.160000000000000142e-01
K00114.01	8.790000000000000036e-01
K00115.01	1.749999999999999889e-01
K00115.02	1.749999999999999889e-01
K00115.03	1.749999999999999889e-01
K00116.01	2.951999999999999957e+00
K00116.02	2.951999999999999957e+00
K00116.03	2.951999999999999957e+00
K00116.04	2.951999999999999957e+00
K00117.01	3.079999999999999960e-01
K00117.02	3.079999999999999960e-01
K00117.03	3.079999999999999960e-01
K00117.04	3.079999999999999960e-01
K00118.01	4.199999999999999845e-01
K00119.01	4.359999999999999987e-01
K00119.02	4.359999999999999987e-01
K00120.01	2.349999999999999867e-01
K00121.01	7.219999999999999751e-01
K00122.01	1.930000000000000049e-01
K00123.01	3.059999999999999942e-01
K00123.02	3.059999999999999942e-01
K00124.01	2.110000000000000209e-01
K00124.02	2.110000000000000209e-01
K00125.01	2.540000000000000036e-01
K00126.01	8.729999999999999982e-01
K00126.02	8.729999999999999982e-01
K00127.01	2.300000000000000100e-01
K00128.01	3.069999999999999951e-01
K00129.01	3.939999999999999614e-01
K00129.02	3.939999999999999614e-01
K00130.01	1.618000000000000105e+00
K00131.01	9.879999999999999893e-01
K00132.01	4.889999999999999902e-01
K00133.01	4.929999999999999938e-01
K00134.01	4.849999999999999867e-01
K00135.01	1.469999999999999918e-01
K00136.01	2.520000000000000018e-01
K00137.01	9.259999999999999343e-01
K00137.02	9.259999999999999343e-01
K00137.03	9.259999999999999343e-01
K00138.01	5.200000000000000178e-01
K00139.01	4.070000000000000284e-01
K00139.02	4.070000000000000284e-01
K00140.01	8.079999999999999405e-01
K00141.01	2.060000000000000164e-01
K00142.01	2.910000000000000364e-01
K00142.02	2.910000000000000364e-01
K00143.01	3.449999999999999734e-01
K00144.01	6.550000000000000266e-01
K00145.01	3.329999999999999627e-01
K00146.01	1.296000000000000041e+00
K00147.01	3.689999999999999947e-01
K00148.01	7.620000000000000107e-01
K00148.02	7.620000000000000107e-01
K00148.03	7.620000000000000107e-01
K00149.01	4.529999999999999583e-01
K00150.01	7.120000000000000773e-01
K00150.02	7.120000000000000773e-01
K00151.01	5.080000000000000071e-01
K00152.01	2.461999999999999744e+00
K00152.02	2.461999999999999744e+00
K00152.03	2.461999999999999744e+00
K00152.04	2.461999999999999744e+00
K00153.01	1.819999999999999951e-01
K00153.02	1.819999999999999951e-01
K00154.01	6.759999999999999343e-01
K00155.01	3.579999999999999849e-01
K00156.01	2.640000000000000124e-01
K00156.02	2.640000000000000124e-01
K00156.03	2.640000000000000124e-01
K00157.01	1.134000000000000119e+00
K00157.02	1.134000000000000119e+00
K00157.03	1.134000000000000119e+00
K00157.04	1.134000000000000119e+00
K00157.05	1.134000000000000119e+00
K00157.06	1.134000000000000119e+00
K00158.01	5.699999999999999512e-01
K00159.01	7.179999999999999716e-01
K00159.02	7.179999999999999716e-01
K00160.01	7.409999999999999920e-01
K00161.01	5.529999999999999361e-01
K00162.01	5.240000000000000213e-01
K00163.01	2.710000000000000187e-01
K00164.01	7.979999999999999316e-01
K00165.01	2.600000000000000089e-01
K00166.01	4.270000000000000462e-01
K00167.01	2.260000000000000064e-01
K00168.01	2.419999999999999929e-01
K00168.02	2.419999999999999929e-01
K00168.03	2.419999999999999929e-01
K00169.01	2.769999999999999685e-01
K00170.01	3.529999999999999805e-01
K00171.01	4.400000000000000022e-01
K00171.02	4.400000000000000022e-01
K00172.01	4.760000000000000342e-01
K00172.02	4.760000000000000342e-01
K00173.01	2.069999999999999896e-01
K00174.01	2.889999999999999791e-01
K00175.01	1.280000000000000027e+00
K00176.01	2.999999999999999889e-01
K00177.01	8.329999999999999627e-01
K00178.01	2.119999999999999940e-01
K00179.01	4.450000000000000067e-01
K00179.02	4.450000000000000067e-01
K00180.01	1.369999999999999829e-01
K00181.01	2.889999999999999791e-01
K00182.01	6.039999999999999813e-01
K00183.01	2.650000000000000133e-01
K00184.01	5.310000000000000275e-01
K00185.01	7.299999999999999822e-01
K00186.01	3.279999999999999583e-01
K00187.01	2.550000000000000044e-01
K00188.01	2.969999999999999862e-01
K00189.01	1.380000000000000115e-01
K00190.01	3.679999999999999938e-01
K00191.01	5.670000000000000595e-01
K00191.02	5.670000000000000595e-01
K00191.03	5.670000000000000595e-01
K00191.04	5.670000000000000595e-01
K00192.01	2.610000000000000098e-01
K00193.01	2.530000000000000027e-01
K00194.01	1.950000000000000067e-01
K00195.01	2.260000000000000064e-01
K00196.01	4.470000000000000084e-01
K00197.01	3.649999999999999911e-01
K00198.01	2.600000000000000089e-01
K00199.01	2.969999999999999862e-01
K00199.02	2.969999999999999862e-01
K00200.01	4.560000000000000164e-01
K00201.01	2.110000000000000209e-01
K00202.01	2.049999999999999878e-01
K00203.01	5.290000000000000258e-01
K00204.01	1.378000000000000114e+00
K00205.01	5.060000000000000053e-01
K00206.01	8.659999999999999920e-01
K00208.01	5.300000000000000266e-01
K00209.01	1.819999999999999951e-01
K00209.02	1.819999999999999951e-01
K00210.01	2.830000000000000293e-01
K00211.01	1.669999999999999818e-01
K00212.01	5.160000000000000142e-01
K00213.01	5.260000000000000231e-01
K00214.01	4.710000000000000298e-01
K00215.01	2.780000000000000249e-01
K00216.01	8.229999999999999538e-01
K00216.02	8.229999999999999538e-01
K00217.01	3.860000000000000098e-01
K00218.01	3.539999999999999813e-01
K00219.01	8.729999999999999982e-01
K00220.01	6.740000000000000435e-01
K00220.02	6.740000000000000435e-01
K00221.01	3.709999999999999964e-01
K00221.02	3.709999999999999964e-01
K00222.01	4.400000000000000022e-01
K00222.02	4.400000000000000022e-01
K00223.01	4.729999999999999760e-01
K00223.02	4.729999999999999760e-01
K00224.01	6.119999999999999885e-01
K00225.01	5.570000000000000506e-01
K00226.01	2.919999999999999818e-01
K00227.01	2.839999999999999747e-01
K00229.01	3.180000000000000049e-01
K00230.01	6.890000000000000568e-01
K00231.01	6.509999999999999121e-01
K00232.01	3.300000000000000155e-01
K00232.02	3.300000000000000155e-01
K00232.03	3.300000000000000155e-01
K00232.04	3.300000000000000155e-01
K00232.05	3.300000000000000155e-01
K00233.01	5.310000000000000275e-01
K00234.01	3.250000000000000111e-01
K00235.01	4.909999999999999920e-01
K00236.01	9.840000000000000968e-01
K00237.01	5.539999999999999369e-01
K00238.01	8.109999999999999432e-01
K00238.02	8.109999999999999432e-01
K00238.03	8.109999999999999432e-01
K00239.01	9.079999999999999183e-01
K00239.02	9.079999999999999183e-01
K00240.01	2.949999999999999845e-01
K00241.01	2.039999999999999869e-01
K00241.02	2.039999999999999869e-01
K00241.03	2.039999999999999869e-01
K00242.01	4.349999999999999978e-01
K00243.01	3.739999999999999991e-01
K00244.01	6.209999999999999964e-01
K00244.02	6.209999999999999964e-01
K00245.01	1.719999999999999862e-01
K00245.02	1.719999999999999862e-01
K00245.03	1.719999999999999862e-01
K00245.04	1.719999999999999862e-01
K00246.01	2.220000000000000029e-01
K00246.02	2.220000000000000029e-01
K00247.01	1.380000000000000115e-01
K00248.01	3.350000000000000200e-01
K00248.02	3.350000000000000200e-01
K00248.03	3.350000000000000200e-01
K00248.04	3.350000000000000200e-01
K00249.01	1.199999999999999956e-01
K00250.01	1.360000000000000098e-01
K00250.02	1.360000000000000098e-01
K00250.03	1.360000000000000098e-01
K00250.04	1.360000000000000098e-01
K00251.01	4.460000000000000075e-01
K00251.02	4.460000000000000075e-01
K00252.01	2.330000000000000127e-01
K00253.01	1.440000000000000169e-01
K00253.02	1.440000000000000169e-01
K00254.01	5.000000000000000000e-01
K00255.01	3.279999999999999583e-01
K00255.02	3.279999999999999583e-01
K00256.01	1.330000000000000071e-01
K00257.01	3.790000000000000036e-01
K00258.01	1.409999999999999865e-01
K00259.01	3.379999999999999671e-01
K00260.01	2.189999999999999725e-01
K00260.02	2.189999999999999725e-01
K00260.03	2.189999999999999725e-01
K00261.01	1.189000000000000057e+00
K00262.01	2.319999999999999840e-01
K00262.02	2.319999999999999840e-01
K00263.01	1.459999999999999909e-01
K00264.01	3.639999999999999902e-01
K00265.01	3.950000000000000178e-01
K00266.01	5.479999999999999316e-01
K00266.02	5.479999999999999316e-01
K00267.01	3.320000000000000173e-01
K00268.01	3.549999999999999822e-01
K00269.01	2.060000000000000164e-01
K00270.01	4.070000000000000284e-01
K00270.02	4.070000000000000284e-01
K00271.01	1.310000000000000053e-01
K00271.02	1.310000000000000053e-01
K00271.03	1.310000000000000053e-01
K00272.01	6.310000000000000053e-01
K00273.01	4.689999999999999725e-01
K00274.01	1.799999999999999933e-01
K00274.02	1.799999999999999933e-01
K00275.01	1.600000000000000033e-01
K00275.02	1.600000000000000033e-01
K00276.01	2.019999999999999851e-01
K00277.01	2.300000000000000100e-01
K00277.02	2.300000000000000100e-01
K00279.01	3.029999999999999916e-01
K00279.02	3.029999999999999916e-01
K00279.03	3.029999999999999916e-01
K00280.01	5.140000000000000124e-01
K00281.01	6.509999999999999121e-01
K00282.01	2.560000000000000053e-01
K00282.02	2.560000000000000053e-01
K00282.03	2.560000000000000053e-01
K00283.01	3.079999999999999960e-01
K00283.02	3.079999999999999960e-01
K00283.03	3.079999999999999960e-01
K00284.01	3.109999999999999987e-01
K00284.02	3.109999999999999987e-01
K00284.03	3.109999999999999987e-01
K00284.04	3.109999999999999987e-01
K00285.01	2.479999999999999982e-01
K00285.02	2.479999999999999982e-01
K00285.03	2.479999999999999982e-01
K00286.01	1.433000000000000052e+00
K00287.01	5.710000000000000631e-01
K00288.01	3.810000000000000053e-01
K00289.01	1.789999999999999925e-01
K00289.02	1.789999999999999925e-01
K00290.01	4.329999999999999960e-01
K00291.01	3.410000000000000253e-01
K00291.02	3.410000000000000253e-01
K00292.01	1.869999999999999996e-01
K00293.01	3.150000000000000022e-01
K00294.01	4.479999999999999538e-01
K00295.01	1.310000000000000053e-01
K00295.02	1.310000000000000053e-01
K00296.01	1.270000000000000018e-01
K00297.01	1.519999999999999962e-01
K00298.01	2.839999999999999747e-01
K00298.02	2.839999999999999747e-01
K00299.01	2.630000000000000115e-01
K00300.01	4.099999999999999756e-01
K00301.01	4.239999999999999880e-01
K00301.02	4.239999999999999880e-01
K00302.01	4.079999999999999738e-01
K00302.02	4.079999999999999738e-01
K00303.01	4.639999999999999680e-01
K00304.01	3.029999999999999916e-01
K00304.02	3.029999999999999916e-01
K00305.01	1.112999999999999989e+00
K00306.01	8.299999999999999600e-01
K00307.01	3.599999999999999867e-01
K00307.02	3.599999999999999867e-01
K00308.01	4.060000000000000275e-01
K00309.01	2.540000000000000036e-01
K00311.01	2.630000000000000115e-01
K00312.01	8.770000000000000018e-01
K00312.02	8.770000000000000018e-01
K00313.01	1.600000000000000033e-01
K00313.02	1.600000000000000033e-01
K00314.01	2.570000000000000062e-01
K00314.02	2.570000000000000062e-01
K00314.03	2.570000000000000062e-01
K00315.01	7.329999999999999849e-01
K00316.01	1.610000000000000042e-01
K00316.02	1.610000000000000042e-01
K00316.03	1.610000000000000042e-01
K00317.01	1.036000000000000032e+00
K00318.01	3.009999999999999898e-01
K00319.01	3.420000000000000262e-01
K00320.01	4.909999999999999920e-01
K00321.01	3.639999999999999902e-01
K00321.02	3.639999999999999902e-01
K00322.01	3.619999999999999885e-01
K00323.01	1.280000000000000027e-01
K00324.01	1.789999999999999925e-01
K00325.01	4.779999999999999805e-01
K00326.01	1.969999999999999807e-01
K00326.02	1.969999999999999807e-01
K00327.01	1.780000000000000193e-01
K00327.02	1.780000000000000193e-01
K00328.01	3.310000000000000164e-01
K00329.01	7.009999999999999565e-01
K00330.01	3.910000000000000142e-01
K00330.02	3.910000000000000142e-01
K00331.01	2.869999999999999774e-01
K00332.01	3.900000000000000133e-01
K00332.02	3.900000000000000133e-01
K00333.01	2.399999999999999911e-01
K00334.01	1.449999999999999900e-01
K00335.01	2.520000000000000018e-01
K00336.01	1.969999999999999807e-01
K00337.01	3.029999999999999916e-01
K00337.02	3.029999999999999916e-01
K00338.01	4.500000000000000111e-01
K00338.02	4.500000000000000111e-01
K00339.01	1.480000000000000204e-01
K00339.02	1.480000000000000204e-01
K00339.03	1.480000000000000204e-01
K00340.01	3.879999999999999560e-01
K00341.01	3.599999999999999867e-01
K00341.02	3.599999999999999867e-01
K00343.01	2.710000000000000187e-01
K00343.02	2.710000000000000187e-01
K00343.03	2.710000000000000187e-01
K00344.01	1.810000000000000220e-01
K00345.01	1.960000000000000075e-01
K00346.01	4.689999999999999725e-01
K00347.01	1.950000000000000067e-01
K00348.01	2.419999999999999929e-01
K00349.01	2.060000000000000164e-01
K00350.01	2.089999999999999913e-01
K00351.01	1.300000000000000044e-01
K00351.02	1.300000000000000044e-01
K00351.03	1.300000000000000044e-01
K00351.04	1.300000000000000044e-01
K00351.05	1.300000000000000044e-01
K00351.06	1.300000000000000044e-01
K00351.07	1.300000000000000044e-01
K00352.01	4.920000000000000484e-01
K00352.02	4.920000000000000484e-01
K00353.01	2.560000000000000053e-01
K00353.02	2.560000000000000053e-01
K00353.03	2.560000000000000053e-01
K00354.01	3.629999999999999893e-01
K00354.02	3.629999999999999893e-01
K00355.01	3.529999999999999805e-01
K00356.01	5.410000000000000364e-01
K00358.01	2.449999999999999956e-01
K00359.01	2.640000000000000124e-01
K00360.01	2.580000000000000071e-01
K00361.01	2.010000000000000120e-01
K00362.01	5.390000000000000346e-01
K00363.01	4.170000000000000373e-01
K00364.01	6.280000000000000027e-01
K00365.01	4.789999999999999813e-01
K00365.02	4.789999999999999813e-01
K00366.01	2.969999999999999862e-01
K00367.01	2.939999999999999836e-01
K00368.01	2.380000000000000171e-01
K00369.01	1.700000000000000122e-01
K00369.02	1.700000000000000122e-01
K00370.01	4.010000000000000231e-01
K00370.02	4.010000000000000231e-01
K00371.01	8.750000000000000000e-01
K00371.02	8.750000000000000000e-01
K00372.01	7.759999999999999121e-01
K00373.01	3.599999999999999867e-01
K00374.01	3.410000000000000253e-01
K00375.01	2.830000000000000293e-01
K00376.01	2.500000000000000000e-01
K00376.02	2.500000000000000000e-01
K00377.01	3.240000000000000102e-01
K00377.02	3.240000000000000102e-01
K00377.03	3.240000000000000102e-01
K00378.01	5.010000000000000009e-01
K00379.01	5.140000000000000124e-01
K00379.02	5.140000000000000124e-01
K00380.01	5.479999999999999316e-01
K00381.01	4.440000000000000058e-01
K00382.01	4.729999999999999760e-01
K00383.01	3.130000000000000004e-01
K00384.01	7.209999999999999742e-01
K00385.01	4.760000000000000342e-01
K00386.01	6.820000000000000506e-01
K00386.02	6.820000000000000506e-01
K00387.01	5.410000000000000364e-01
K00388.01	2.800000000000000266e-01
K00389.01	3.329999999999999627e-01
K00390.01	3.059999999999999942e-01
K00391.01	4.349999999999999978e-01
K00392.01	4.650000000000000244e-01
K00392.02	4.650000000000000244e-01
K00393.01	6.280000000000000027e-01
K00394.01	4.189999999999999836e-01
K00395.01	4.370000000000000551e-01
K00396.01	3.329999999999999627e-01
K00397.01	4.939999999999999947e-01
K00398.01	2.039999999999999869e-01
K00398.02	2.039999999999999869e-01
K00398.03	2.039999999999999869e-01
K00399.01	3.360000000000000209e-01
K00400.01	3.279999999999999583e-01
K00401.01	3.840000000000000080e-01
K00401.02	3.840000000000000080e-01
K00401.03	3.840000000000000080e-01
K00402.01	3.019999999999999907e-01
K00403.01	7.269999999999999796e-01
K00404.01	1.479999999999999982e+00
K00405.01	4.390000000000000013e-01
K00406.01	1.443000000000000060e+00
K00407.01	8.640000000000001013e-01
K00408.01	2.610000000000000098e-01
K00408.02	2.610000000000000098e-01
K00408.03	2.610000000000000098e-01
K00408.04	2.610000000000000098e-01
K00409.01	2.969999999999999862e-01
K00410.01	3.130000000000000004e-01
K00411.01	7.099999999999999645e-01
K00412.01	3.609999999999999876e-01
K00413.01	3.069999999999999951e-01
K00413.02	3.069999999999999951e-01
K00414.01	2.689999999999999614e-01
K00414.02	2.689999999999999614e-01
K00415.01	3.989999999999999658e-01
K00416.01	2.960000000000000409e-01
K00416.02	2.960000000000000409e-01
K00416.03	2.960000000000000409e-01
K00416.04	2.960000000000000409e-01
K00417.01	6.280000000000000027e-01
K00418.01	6.629999999999999227e-01
K00419.01	1.459999999999999909e-01
K00420.01	1.529999999999999971e-01
K00421.01	1.506999999999999895e+00
K00422.01	3.570000000000000395e-01
K00423.01	5.529999999999999361e-01
K00423.02	5.529999999999999361e-01
K00424.01	4.099999999999999756e-01
K00425.01	5.210000000000000187e-01
K00426.01	4.329999999999999960e-01
K00427.01	1.989999999999999825e-01
K00427.02	1.989999999999999825e-01
K00427.03	1.989999999999999825e-01
K00428.01	2.650000000000000133e-01
K00429.01	3.870000000000000107e-01
K00430.01	1.409999999999999865e-01
K00430.02	1.409999999999999865e-01
K00431.01	2.169999999999999984e-01
K00431.02	2.169999999999999984e-01
K00432.01	2.239999999999999769e-01
K00433.01	4.510000000000000120e-01
K00433.02	4.510000000000000120e-01
K00434.01	2.339999999999999858e-01
K00435.01	2.530000000000000027e-01
K00435.02	2.530000000000000027e-01
K00435.03	2.530000000000000027e-01
K00435.04	2.530000000000000027e-01
K00435.05	2.530000000000000027e-01
K00435.06	2.530000000000000027e-01
K00436.01	1.829999999999999960e-01
K00437.01	3.679999999999999938e-01
K00438.01	2.099999999999999922e-01
K00438.02	2.099999999999999922e-01
K00439.01	2.730000000000000204e-01
K00439.02	2.730000000000000204e-01
K00440.01	4.229999999999999871e-01
K00440.02	4.229999999999999871e-01
K00441.01	3.140000000000000013e-01
K00442.01	2.999999999999999889e-01
K00442.02	2.999999999999999889e-01
K00442.03	2.999999999999999889e-01
K00443.01	3.659999999999999920e-01
K00444.01	3.910000000000000142e-01
K00445.01	6.779999999999999361e-01
K00446.01	3.410000000000000253e-01
K00446.02	3.410000000000000253e-01
K00447.01	4.979999999999999982e-01
K00448.01	1.171999999999999931e+00
K00448.02	1.171999999999999931e+00
K00449.01	3.089999999999999969e-01
K00450.01	3.019999999999999907e-01
K00451.01	2.739999999999999658e-01
K00452.01	4.170000000000000373e-01
K00453.01	3.019999999999999907e-01
K00454.01	2.600000000000000089e-01
K00455.01	1.689999999999999836e-01
K00456.01	2.269999999999999796e-01
K00456.02	2.269999999999999796e-01
K00457.01	3.240000000000000102e-01
K00457.02	3.240000000000000102e-01
