 teff  logg feh u1 u2
13000  3.00 -4.50  0.1672  0.2805
14000  3.00 -4.50  0.1591  0.2788
15000  3.00 -4.50  0.1519  0.2784
16000  3.00 -4.50  0.1445  0.2800
17000  3.00 -4.50  0.1381  0.2818
18000  3.00 -4.50  0.1325  0.2837
19000  3.00 -4.50  0.1276  0.2860
20000  3.00 -4.50  0.1243  0.2886
21000  3.00 -4.50  0.1220  0.2924
22000  3.00 -4.50  0.1203  0.2974
23000  3.00 -4.50  0.1196  0.3033
24000  3.00 -4.50  0.1208  0.3093
25000  3.00 -4.50  0.1202  0.3187
26000  3.00 -4.50  0.1164  0.3290
 3750  3.50 -4.50  0.0990  0.5004
 4000  3.50 -4.50  0.0235  0.4785
 4250  3.50 -4.50  0.0834  0.4197
 4500  3.50 -4.50  0.1787  0.3821
 4750  3.50 -4.50  0.2103  0.3920
 5000  3.50 -4.50  0.2375  0.3769
 5250  3.50 -4.50  0.2594  0.3580
 5500  3.50 -4.50  0.2747  0.3421
 5750  3.50 -4.50  0.2830  0.3297
 6000  3.50 -4.50  0.2847  0.3225
 6250  3.50 -4.50  0.2883  0.3134
 6500  3.50 -4.50  0.2832  0.3119
 6750  3.50 -4.50  0.2748  0.3135
 7000  3.50 -4.50  0.2617  0.3198
 7250  3.50 -4.50  0.2521  0.3221
 7500  3.50 -4.50  0.4036  0.1953
 7750  3.50 -4.50  0.3746  0.2197
 8000  3.50 -4.50  0.3482  0.2369
 8500  3.50 -4.50  0.2919  0.2690
 8750  3.50 -4.50  0.2668  0.2814
 9000  3.50 -4.50  0.2475  0.2878
 9500  3.50 -4.50  0.2204  0.2930
 9750  3.50 -4.50  0.2105  0.2938
10000  3.50 -4.50  0.2035  0.2929
10500  3.50 -4.50  0.1939  0.2889
11000  3.50 -4.50  0.1860  0.2854
11500  3.50 -4.50  0.1789  0.2826
12000  3.50 -4.50  0.1738  0.2789
12500  3.50 -4.50  0.1679  0.2769
13000  3.50 -4.50  0.1623  0.2752
14000  3.50 -4.50  0.1548  0.2702
15000  3.50 -4.50  0.1469  0.2677
16000  3.50 -4.50  0.1406  0.2654
17000  3.50 -4.50  0.1343  0.2644
18000  3.50 -4.50  0.1275  0.2647
19000  3.50 -4.50  0.1216  0.2647
20000  3.50 -4.50  0.1166  0.2644
21000  3.50 -4.50  0.1122  0.2652
22000  3.50 -4.50  0.1082  0.2673
23000  3.50 -4.50  0.1045  0.2708
24000  3.50 -4.50  0.1009  0.2756
25000  3.50 -4.50  0.0980  0.2808
26000  3.50 -4.50  0.0939  0.2880
27000  3.50 -4.50  0.0888  0.2958
28000  3.50 -4.50  0.0827  0.3021
29000  3.50 -4.50  0.0745  0.3067
30000  3.50 -4.50  0.0668  0.3099
31000  3.50 -4.50  0.0590  0.3145
 4250  4.00 -4.50  0.0354  0.4271
 4500  4.00 -4.50  0.1067  0.4057
 4750  4.00 -4.50  0.1479  0.4213
 5000  4.00 -4.50  0.2015  0.3970
 5250  4.00 -4.50  0.2317  0.3759
 5500  4.00 -4.50  0.2534  0.3566
 5750  4.00 -4.50  0.2738  0.3364
 6000  4.00 -4.50  0.2687  0.3361
 6250  4.00 -4.50  0.2753  0.3245
 6500  4.00 -4.50  0.2753  0.3185
 6750  4.00 -4.50  0.2721  0.3155
 7000  4.00 -4.50  0.2616  0.3194
 7250  4.00 -4.50  0.2489  0.3254
 7500  4.00 -4.50  0.2437  0.3273
 7750  4.00 -4.50  0.3772  0.2131
 8000  4.00 -4.50  0.3494  0.2359
 8500  4.00 -4.50  0.3024  0.2598
 8750  4.00 -4.50  0.2779  0.2720
 9000  4.00 -4.50  0.2568  0.2813
 9500  4.00 -4.50  0.2235  0.2917
 9750  4.00 -4.50  0.2126  0.2930
10000  4.00 -4.50  0.2039  0.2931
10500  4.00 -4.50  0.1903  0.2922
11000  4.00 -4.50  0.1809  0.2889
