#Col 1 - KOI
#Col 2 - KIC
#Col 3 - 1==good ephemeris match to TCE ; 2=degraded match to TCE or twice/half ephemeris match, but still acceptable
#Col 4 - Phase of secondary - weak secondary test is still triggering near the primary sometimes; filter on proximity
#Col 5- 2ndary depth [ppm]
#Col 6 - uncertainty in 2ndary depth [ppm]
#Col 7 - MES/significance of secondary
#
KOI,kepid,matchflag,phase,depth,e_depth,mes
407.01,5218441,1,0.499474,237.36,10.00,24.89
408.01,5351250,1,0.735845,62.27,16.46,3.72
408.02,5351250,1,0.167554,48.84,20.54,2.87
408.03,5351250,1,-0.216538,93.16,32.71,3.96
408.04,5351250,1,0.422985,27.86,10.82,2.54
409.01,5444548,1,-0.224653,29.42,8.45,2.67
410.01,5449777,1,0.466786,33.50,12.20,2.78
411.01,5478055,1,0.604709,72.85,24.76,3.09
412.01,5683743,1,0.460922,28.16,10.39,2.11
413.01,5791986,1,0.727081,73.96,21.88,3.42
413.02,5791986,1,0.102687,102.17,24.85,3.67
414.01,5872150,1,0.478842,464.99,21.48,24.36
414.02,5872150,1,0.502587,21.03,11.17,3.13
415.01,6289650,1,0.067382,108.61,27.82,3.87
416.01,6508221,1,0.474422,31.90,11.65,4.27
416.02,6508221,1,0.213622,79.56,23.54,3.78
416.03,6508221,1,0.454998,33.97,10.71,3.04
417.01,6879865,1,-0.228110,80.63,29.14,3.78
418.01,7975727,1,0.671569,553.72,14.91,39.95
419.01,8219673,1,0.380891,47.75,20.67,2.72
420.01,8352537,1,-0.029116,31.58,10.39,2.92
421.01,9115800,1,0.387276,50.40,15.86,1.98
423.01,9478990,1,-0.063630,58.61,27.33,3.18
424.01,9597411,1,0.236018,21.86,9.09,2.75
425.01,9967884,1,-0.239525,48.53,16.64,2.68
426.01,10016874,1,0.557938,52.51,15.48,3.09
427.01,10189546,1,-0.080237,93.78,32.40,3.11
427.02,10189546,1,0.480994,117.17,37.64,3.53
427.03,10189546,2,0.074338,132.23,61.56,3.02
428.01,10418224,1,0.259740,8.99,8.44,1.19
429.01,10616679,1,0.246022,50.66,14.68,2.89
430.01,10717241,1,0.416229,70.81,21.60,2.78
430.02,10717241,1,0.493824,76.02,20.52,2.92
431.01,10843590,1,0.621728,60.77,18.50,3.30
431.02,10843590,1,0.393840,97.48,27.32,3.69
432.01,10858832,1,0.471019,25.49,9.16,2.34
433.01,10937029,1,0.402986,27.52,14.06,5.08
433.02,10937029,1,-0.095221,320.10,96.11,3.51
433.03,10937029,2,-0.095221,320.10,96.11,3.51
434.01,11656302,1,0.399483,1509.58,21.19,82.31
435.01,11709124,1,0.279080,-2.40,18.07,8.36
435.03,11709124,2,0.499789,628.36,45.86,3.59
435.04,11709124,1,-0.057153,23.57,12.19,3.42
435.05,11709124,1,0.670718,-19.94,28.21,5.32
435.06,11709124,1,0.447698,31.24,12.83,2.35
436.01,11805075,1,0.525529,150.60,99.36,4.17
437.01,11824222,1,-0.123096,95.22,37.75,3.12
438.01,12302530,1,-0.226205,30.57,12.92,2.84
438.02,12302530,1,-0.095322,54.04,31.44,3.91
439.01,12470954,1,-0.212471,4.75,6.80,1.30
440.01,2438264,1,0.387258,40.50,16.90,2.28
440.02,2438264,1,0.488532,40.95,13.10,2.86
441.01,3340312,1,0.123505,70.48,19.95,3.16
442.01,3745690,1,0.722833,33.57,10.54,2.34
442.02,3745690,1,-0.084183,-7.26,19.90,1.65
442.03,3745690,1,0.616776,13.46,11.30,2.30
443.01,3833007,1,0.019745,10.44,14.47,2.06
444.01,3847138,1,-0.076114,11.31,10.26,2.28
446.01,4633570,1,-0.072004,116.25,26.17,3.56
446.02,4633570,1,0.453224,91.18,28.82,2.57
447.01,5021176,1,0.500871,92.78,11.76,8.09
448.01,5640085,1,0.270699,67.59,23.22,3.62
449.01,5779852,1,-0.239559,170.75,37.53,4.44
450.01,6042214,1,-0.226463,52.94,14.96,3.52
451.01,6200715,1,0.407491,29.73,10.17,2.93
452.01,6291033,1,-0.192979,30.43,6.22,4.00
453.01,6758917,1,0.500311,2979.27,45.20,133.12
454.01,7098355,1,0.667516,68.47,21.31,3.05
455.01,7101828,1,0.184938,171.65,22.49,7.70
456.01,7269974,1,0.184124,19.92,11.71,2.13
456.02,7269974,1,0.570706,13.65,7.87,1.69
457.01,7440748,1,0.731611,26.63,9.44,2.98
457.02,7440748,1,0.555271,53.76,11.64,4.53
458.01,7504328,1,0.083304,117.09,32.64,3.02
459.01,7977197,1,0.327506,26.86,11.95,2.68
459.02,7977197,1,0.638719,22.47,7.99,2.51
460.01,8043638,1,0.522491,34.23,13.84,1.83
461.01,8621348,1,0.448233,137.23,10.42,12.63
462.01,8773869,1,0.085440,33.25,6.27,4.24
463.01,8845205,1,-0.246751,134.04,36.37,3.26
464.01,8890783,1,-0.120733,107.13,29.96,4.08
464.02,8890783,1,0.415679,36.34,10.42,2.40
466.01,9008220,1,-0.140649,45.61,16.86,2.40
467.01,9583881,1,-0.112705,18.61,14.92,1.29
468.01,9589524,1,0.166929,83.79,21.56,2.92
469.01,9703198,1,-0.063232,46.85,17.69,3.61
470.01,9844088,1,0.725061,33.54,13.97,3.07
471.01,10019643,1,0.402713,54.62,14.50,3.78
471.02,10019643,1,0.067144,21.50,9.59,1.90
472.01,10123064,1,0.338736,37.43,12.91,3.60
473.01,10155434,1,0.120020,40.53,18.28,2.47
474.01,10460984,1,-0.125621,33.83,11.87,2.91
474.02,10460984,1,-0.229045,46.81,17.88,3.12
474.03,10460984,1,0.276181,56.13,26.77,3.15
474.04,10460984,1,0.638030,33.18,10.38,2.50
475.01,10577994,1,0.119179,43.03,17.14,2.83
475.02,10577994,1,0.337133,67.01,23.15,2.98
476.01,10599206,1,-0.486013,69.06,19.46,3.18
477.01,10934674,1,0.687590,51.16,23.33,2.94
478.01,10990886,1,0.466763,66.82,20.74,3.45
479.01,11015323,1,0.604143,26.67,14.21,2.27
480.01,11134879,1,-0.249904,31.97,8.20,4.10
481.01,11192998,1,0.429724,38.68,13.54,4.32
481.02,11192998,1,0.270806,11.22,6.38,1.52
481.03,11192998,1,0.113722,92.73,24.11,3.53
482.01,11255761,1,0.490926,72.02,12.44,5.02
483.01,11497977,1,0.181043,22.63,10.39,2.53
484.01,12061222,1,0.349958,57.77,17.42,3.23
485.01,12316431,1,0.728812,101.03,13.76,7.66
486.01,12404305,1,0.560627,36.79,11.19,2.64
487.01,12834874,1,0.595235,23.89,12.90,2.06
488.01,2557816,1,0.139275,21.46,15.65,2.01
489.01,2576197,1,0.437897,38.24,9.80,3.54
490.01,3239945,1,0.325794,8.10,7.58,7.73
490.03,3239945,1,-0.160944,21.46,9.31,3.16
490.04,3239945,1,0.613994,57.83,18.28,4.31
491.01,3541800,1,0.443721,73.49,9.87,6.99
492.01,3559935,1,0.702489,53.18,26.24,2.98
493.01,3834360,1,0.499979,82.06,9.41,7.50
494.01,3966801,1,-0.090654,75.28,26.67,2.73
495.01,4049108,1,0.503069,45.11,9.89,4.19
496.01,4454752,1,0.422114,12.87,6.84,1.98
497.01,4757437,1,0.210124,37.11,13.11,2.89
497.02,4757437,1,-0.113897,19.17,8.98,1.51
499.01,4847534,1,-0.220861,37.97,11.57,3.35
500.01,4852528,1,0.507278,59.92,21.57,3.11
500.02,4852528,1,0.063014,63.97,23.62,3.58
500.03,4852528,1,0.449355,22.07,14.02,2.36
500.04,4852528,1,-0.176026,52.80,20.78,2.92
500.05,4852528,1,0.215345,10.14,9.61,1.97
501.01,4951877,1,0.097788,52.46,18.17,2.21
502.01,5282051,1,-0.443676,19.51,8.84,2.04
503.01,5340644,1,0.526002,64.42,22.57,3.06
504.01,5461440,1,0.749237,63.00,20.07,2.89
505.01,5689351,1,0.290093,50.43,18.60,3.11
505.02,5689351,1,0.671124,40.52,12.64,2.35
505.03,5689351,1,0.639485,21.72,9.54,1.96
505.04,5689351,1,0.523101,32.21,13.88,2.74
505.05,5689351,1,0.396943,126.17,43.47,4.00
506.01,5780715,1,0.495452,31.86,6.66,5.38
507.01,5812960,1,0.105708,58.82,25.88,2.59
508.01,6266741,1,0.238196,26.90,11.92,3.12
508.02,6266741,1,-0.185138,36.12,13.18,2.74
509.01,6381846,1,-0.224556,35.77,12.14,2.47
509.02,6381846,1,-0.095413,77.77,20.39,3.47
509.03,6381846,2,0.274750,89.60,28.98,2.90
510.01,6422155,1,0.556206,34.65,12.63,3.00
510.02,6422155,1,0.722817,43.59,17.68,2.88
510.03,6422155,1,0.366941,72.60,24.12,3.02
510.04,6422155,1,-0.072536,81.21,38.35,2.86
511.01,6451936,1,0.680108,28.81,9.73,2.65
511.02,6451936,1,-0.244309,27.83,7.75,3.47
512.01,6838050,1,0.317015,32.82,13.64,2.44
513.01,6937692,1,0.249360,57.99,18.52,2.66
514.01,7602070,1,0.277389,654.72,23.17,42.91
515.01,7812179,1,0.415161,306.86,18.18,21.15
516.01,7840044,1,0.201797,62.64,13.19,4.90
517.01,8015907,1,-0.068124,36.19,6.36,4.42
518.01,8017703,1,0.104600,15.67,11.83,2.51
518.02,8017703,1,-0.195199,46.77,16.42,2.52
518.03,8017703,1,0.692422,76.54,37.29,3.36
519.01,8022244,1,0.328814,41.95,16.50,2.58
519.02,8022244,1,0.644203,88.11,23.99,3.07
520.01,8037145,1,0.491114,37.75,15.58,2.14
520.02,8037145,1,0.029718,76.94,29.94,2.41
520.03,8037145,1,0.168187,103.32,25.52,3.84
520.04,8037145,1,0.568692,101.57,31.02,3.99
521.01,8162789,1,-0.107922,41.10,15.86,2.34
521.02,8162789,2,-0.142260,28.26,11.44,2.76
522.01,8265218,1,0.455377,71.58,22.80,2.73
523.01,8806123,1,-0.295687,115.56,31.45,3.74
523.02,8806123,1,0.361101,62.72,22.53,2.95
524.01,8934495,1,0.500986,32.76,10.50,2.97
525.01,9119458,2,-0.123317,62.52,21.41,2.99
526.01,9157634,1,0.053451,66.88,8.25,6.07
527.01,9636569,1,0.496668,73.77,9.21,7.54
528.01,9941859,1,0.146513,22.58,9.81,3.08
528.02,9941859,1,0.450893,50.47,24.31,3.32
528.03,9941859,1,0.505846,55.68,16.49,2.43
529.01,10068030,1,0.498921,178.01,13.25,13.25
530.01,10266615,1,-0.022851,82.46,20.80,3.49
531.01,10395543,1,0.235596,22.37,9.68,2.03
532.01,10454313,1,0.560300,18.49,8.50,2.16
533.01,10513530,1,0.178208,45.82,17.06,2.49
533.02,10513530,1,0.199784,16.96,11.25,0.89
534.01,10554999,1,-0.019531,146.19,65.91,3.13
534.02,10554999,1,0.488869,13.94,10.48,2.49
535.01,10873260,1,-0.052367,26.75,10.93,2.82
536.01,10965008,1,0.263154,88.43,27.65,2.88
537.01,11073351,1,-0.216076,18.54,8.19,1.86
538.01,11090765,1,-0.182985,45.27,13.95,3.60
540.01,11521048,1,0.139820,715.93,41.55,17.78
541.01,11656721,1,0.401807,28.44,15.03,1.93
542.01,11669239,1,-0.187258,34.80,14.73,2.53
542.02,11669239,1,0.146899,31.54,12.22,2.60
543.01,11823054,1,0.219852,26.80,12.47,2.94
543.02,11823054,1,0.211132,25.33,10.61,2.49
544.01,11913012,1,0.500219,64.73,8.42,7.47
545.01,11972666,1,0.690860,16.15,6.06,1.45
546.01,12058931,1,0.154049,55.01,18.69,2.82
546.02,12058931,1,0.286694,21.48,13.28,1.37
547.01,12116489,1,0.686689,55.10,23.40,2.25
548.01,12600735,1,0.569907,31.54,13.30,2.38
549.01,3437776,1,0.451097,151.20,12.58,11.49
549.02,3437776,1,-0.132751,39.81,24.18,2.03
550.01,4165473,1,-0.236914,26.42,13.89,2.24
551.01,4270253,1,0.150424,53.93,20.05,2.74
551.02,4270253,1,0.156581,43.30,15.70,2.27
552.01,5122112,1,0.506985,240.85,15.25,15.91
553.01,5303551,1,-0.096530,-0.41,11.68,1.40
554.01,5443837,1,0.501161,81.09,12.85,5.05
555.01,5709725,1,-0.206464,19.56,8.15,2.04
555.02,5709725,1,0.435156,84.76,30.04,3.83
556.01,5738496,1,0.402140,361.80,19.41,25.07
557.01,5774349,1,-0.205785,83.64,22.67,3.14
558.01,5978361,1,-0.017591,53.72,24.08,3.36
559.01,6422367,1,0.169544,35.35,12.90,2.02
560.01,6501635,1,0.099254,100.71,28.03,3.24
561.01,6665695,1,-0.201734,20.42,8.20,2.65
563.01,6707833,1,0.178734,23.67,9.65,2.60
564.01,6786037,1,-0.241284,40.65,15.51,3.01
564.02,6786037,1,0.543746,85.70,28.94,3.39
564.03,6786037,1,-0.075355,33.08,10.78,2.02
565.01,7025846,1,0.700258,12.35,4.94,2.78
566.01,7119481,1,-0.274502,60.53,20.91,2.88
567.01,7445445,1,-0.263206,44.35,11.21,4.49
567.02,7445445,1,0.214371,42.34,13.65,2.93
567.03,7445445,1,0.735506,62.59,18.26,3.41
568.01,7595157,1,0.604954,22.22,7.01,3.05
568.02,7595157,1,0.056522,3.76,7.26,0.89
569.01,8008206,1,0.178748,52.47,19.35,3.24
569.02,8008206,1,0.556010,15.67,7.20,2.40
570.01,8106610,1,-0.471222,160.51,17.11,10.67
571.01,8120608,1,0.512656,36.50,16.46,3.12
571.02,8120608,1,-0.147159,62.27,22.05,3.50
571.03,8120608,1,0.294800,38.00,11.63,2.94
571.04,8120608,1,-0.152591,73.89,24.06,2.60
571.05,8120608,1,0.056240,133.72,48.85,3.49
572.01,8193178,1,0.350155,9.66,9.03,1.38
572.02,8193178,1,-0.168248,14.11,6.95,1.44
573.01,8344004,1,-0.172651,22.61,10.84,1.88
573.02,8344004,1,0.068706,2.52,9.60,1.35
574.01,8355239,1,0.681340,57.87,21.70,2.60
574.02,8355239,1,-0.130331,30.99,15.21,2.22
575.01,8367113,1,0.517649,46.95,17.81,2.93
576.01,8474898,1,0.620716,277.25,68.64,3.86
577.01,8558011,1,0.575597,68.61,22.77,2.65
577.02,8558011,1,-0.137113,-4.92,18.07,1.48
578.01,8565266,1,-0.056295,39.40,9.38,4.52
579.01,8616637,1,0.396042,7.79,5.82,1.62
579.02,8616637,1,0.289826,15.06,9.40,2.71
580.01,8625925,1,0.118843,19.39,11.66,1.78
581.01,8822216,1,-0.122376,40.45,14.67,2.84
581.02,8822216,1,0.044851,85.28,50.20,2.79
582.01,9020160,1,0.570720,40.87,13.28,2.75
582.02,9020160,1,0.547679,40.12,20.97,2.93
582.03,9020160,1,0.606163,56.07,16.25,3.22
583.01,9076513,1,-0.086642,21.91,14.32,1.82
584.01,9146018,1,0.463834,26.35,9.84,3.43
584.02,9146018,1,0.387993,42.97,13.10,3.53
584.03,9146018,1,0.591562,23.17,7.85,2.89
585.01,9279669,1,0.059330,23.33,10.84,2.09
586.01,9570741,1,0.067767,56.66,16.28,3.19
587.01,9607164,1,0.226419,48.98,15.59,2.61
588.01,9631762,1,0.115272,33.69,13.77,2.75
590.01,9782691,1,-0.111244,46.31,14.55,2.74
590.02,9782691,1,0.271646,80.94,30.53,3.46
591.01,9886221,1,0.491485,19.70,6.29,2.58
592.01,9957627,1,0.674563,43.35,16.60,2.40
593.01,9958962,1,0.100149,46.15,17.56,3.32
593.02,9958962,1,0.524557,299.14,61.23,5.02
593.03,9958962,2,-0.190723,113.10,44.66,3.09
593.04,9958962,1,0.158992,295.66,87.01,4.52
596.01,10388286,1,0.065000,25.61,11.65,2.61
597.01,10600261,1,0.269564,46.17,16.37,2.73
598.01,10656823,1,0.136915,34.60,15.31,2.52
598.02,10656823,1,0.498591,94.21,28.58,3.92
599.01,10676824,1,-0.224331,34.73,14.36,2.43
600.01,10718726,1,0.304745,29.97,10.11,2.77
601.01,10973664,1,0.659798,33.88,12.52,2.57
601.02,10973664,1,0.073851,79.29,21.00,3.33
601.03,10973664,1,0.441437,16.71,6.53,2.68
602.01,12459913,1,0.444098,41.68,13.44,2.93
603.01,2441151,1,0.062728,14.95,12.06,2.53
604.01,3970233,1,0.495058,574.75,16.49,44.43
605.01,4832837,1,0.502179,29.93,10.05,2.90
605.02,4832837,1,0.285837,35.55,13.03,2.25
606.01,5014753,1,-0.499375,1089.42,13.95,90.63
607.01,5441980,1,0.034463,69.01,17.59,3.82
608.01,5562784,1,0.687088,86.20,24.23,2.62
609.01,5608566,1,0.499633,153.45,11.52,12.97
610.01,5686174,1,0.656847,105.85,24.70,2.86
611.01,6309763,1,0.196054,18.36,8.26,2.95
612.01,6587002,1,0.581945,30.67,13.20,2.43
612.02,6587002,1,-0.237970,55.51,17.89,3.74
612.03,6587002,1,0.036708,125.73,28.89,3.54
613.01,6960456,1,0.135580,24.02,12.08,1.75
614.01,7368664,1,0.149004,61.73,18.54,3.91
615.01,8374580,1,0.427233,220.29,52.82,4.06
616.01,9714696,1,0.494189,39.90,7.29,5.17
617.01,9846086,1,0.558410,76.43,29.61,3.40
618.01,10353968,1,0.521582,71.23,23.04,3.54
619.01,10384962,1,0.500736,1869.16,23.56,128.73
620.01,11773022,1,0.337724,149.20,45.19,2.95
620.02,11773022,1,-0.059910,76.16,94.76,13.35
620.03,11773022,1,0.306358,242.16,64.36,4.32
621.01,12251650,1,0.328475,90.18,33.06,3.06
622.01,12417486,1,0.051136,152.60,50.18,2.70
623.01,12068975,1,0.443560,6.62,3.01,2.43
623.02,12068975,1,0.693378,11.18,3.89,3.06
623.03,12068975,1,0.420887,7.22,2.28,4.41
623.04,12068975,1,-0.109149,9.30,5.09,2.84
624.01,3541946,1,-0.042881,52.28,14.03,3.05
624.02,3541946,1,0.417788,79.22,24.80,3.71
624.03,3541946,1,0.368439,8.04,4.29,2.04
625.01,4449034,1,0.743861,65.84,21.57,3.22
626.01,4478168,1,0.490089,20.63,7.80,2.53
626.02,4478168,1,0.740557,18.35,7.02,3.13
627.01,4563268,1,0.674024,15.49,6.50,2.55
627.02,4563268,1,0.663893,14.48,4.89,2.39
628.01,4644604,1,0.377954,29.84,10.12,3.57
629.01,4656049,1,0.725800,10.20,13.51,3.92
630.01,4659405,1,-0.493668,70.59,6.91,11.39
631.01,4742414,1,0.598146,20.09,6.38,2.54
632.01,4827723,1,-0.140201,18.06,6.08,3.21
633.01,4841374,1,0.133842,86.02,21.78,3.68
634.01,4861736,1,0.497666,163.70,9.07,22.83
635.01,5020319,1,0.254605,34.28,11.41,2.44
636.01,5090690,1,-0.077182,36.31,6.73,4.03
637.01,5098444,1,0.645396,2100.91,47.98,79.87
638.01,5113822,2,-0.101696,5.63,15.47,5.83
638.02,5113822,1,-0.037866,89.10,24.04,8.18
639.01,5120087,1,0.420775,27.51,10.08,2.51
640.01,5121511,1,-0.156670,21.71,11.88,3.33
641.01,5131180,1,-0.075212,46.50,18.28,2.97
642.01,5181817,1,0.521021,21.63,4.91,3.50
643.01,5309353,1,0.497477,62.71,7.39,8.46
644.01,5356593,1,0.441309,459.80,19.78,33.76
645.01,5374854,1,0.295472,17.95,7.39,2.36
645.02,5374854,1,0.120564,22.14,8.31,2.94
646.01,5384802,1,0.217775,16.65,6.39,2.44
647.01,5531694,1,0.252973,4.12,3.70,1.80
647.02,5531694,1,0.160474,12.74,6.44,2.05
648.01,5596440,1,0.031922,135.45,13.07,7.96
649.01,5613330,1,0.389782,26.52,7.60,2.29
649.02,5613330,1,0.142013,20.34,5.40,2.69
650.01,5786676,1,-0.039733,38.98,11.11,3.35
651.01,5796186,1,-0.158235,74.46,19.92,4.02
651.02,5796186,1,0.618363,88.82,25.47,3.96
652.01,5796675,1,0.711583,37.90,13.15,3.39
653.01,5893123,1,0.494877,24.25,3.57,6.67
654.01,5941160,1,0.689346,39.50,11.45,3.06
654.02,5941160,1,0.690622,62.21,15.73,4.10
655.01,5966154,1,0.640196,16.33,6.25,3.39
655.02,5966154,1,-0.197578,32.55,10.66,3.61
656.01,5966660,1,0.502632,6.54,3.14,4.16
657.01,6020753,1,0.463737,40.25,9.57,7.40
657.02,6020753,1,0.358900,46.28,16.90,3.40
658.01,6062088,1,0.266124,18.62,6.97,2.17
658.02,6062088,1,0.736995,31.09,9.07,2.73
658.03,6062088,1,0.648072,31.49,11.86,2.96
659.01,6125481,1,0.483120,23.60,9.15,2.69
660.01,6267535,1,-0.075061,12.57,11.70,1.98
661.01,6347299,1,0.258240,36.08,12.95,2.80
661.02,6347299,1,0.297964,55.12,15.89,3.07
662.01,6365156,1,0.411185,12.14,4.66,2.66
663.01,6425957,1,0.276705,14.78,5.33,2.89
663.02,6425957,1,-0.192379,36.20,12.83,3.31
664.01,6442340,1,0.446291,13.24,6.08,1.76
664.02,6442340,1,0.200431,10.88,4.92,2.36
664.03,6442340,1,-0.226337,12.59,7.54,2.03
665.01,6685609,1,-0.422507,16.82,5.58,2.60
665.02,6685609,1,0.519747,2.22,2.91,1.04
665.03,6685609,1,0.308234,10.66,4.35,2.81
666.01,6707835,1,-0.077150,27.98,9.55,3.08
667.01,6752502,1,0.641183,71.06,53.20,1.11
668.01,6805146,1,0.574853,563.07,12.95,51.73
669.01,6960445,1,0.718125,10.19,5.56,2.41
670.01,7033671,1,0.409834,15.94,6.67,2.35
671.01,7040629,1,0.710328,8.69,4.18,2.49
671.02,7040629,1,0.737997,12.78,5.05,2.39
671.03,7040629,1,0.537109,14.81,8.53,2.37
671.04,7040629,1,0.468090,18.20,6.39,1.98
672.01,7115785,1,0.560223,40.62,12.78,2.79
672.02,7115785,1,0.273762,48.46,18.18,3.42
672.03,7115785,2,0.271994,1.70,2.77,0.99
673.01,7124613,1,-0.135825,20.29,6.04,2.74
674.01,7277317,1,0.392222,32.72,10.73,2.60
675.01,7385509,1,-0.226523,77.50,11.41,6.46
676.01,7447200,1,-0.158573,11.87,12.60,38.06
676.02,7447200,1,0.505710,18.09,6.25,3.24
677.01,7466863,1,0.588226,26.27,8.30,3.34
678.01,7509886,1,0.064151,18.73,6.66,2.67
678.02,7509886,1,0.510950,14.55,5.47,2.30
679.01,7515212,1,-0.056323,19.10,8.11,3.41
679.02,7515212,1,0.136573,20.50,5.92,3.12
680.01,7529266,1,-0.268481,2.38,4.73,1.26
681.01,7598128,1,-0.215759,260.29,17.96,15.95
683.01,7630229,1,0.600787,153.64,58.77,5.53
684.01,7730747,1,-0.120955,33.53,8.39,3.25
685.01,7764367,1,0.259666,3.93,4.97,1.49
686.01,7906882,1,0.179221,3.94,19.59,3.18
687.01,7976520,1,0.282207,14.67,7.81,2.48
688.01,8161561,1,-0.057238,-0.67,16.25,1.30
689.01,8361905,1,0.495592,30.79,11.77,3.01
690.01,8409588,1,0.427127,15.78,4.19,3.02
691.01,8480285,1,0.628977,29.50,8.79,3.12
691.02,8480285,1,0.555033,16.46,6.64,1.98
692.01,8557374,1,0.049073,8.72,11.86,3.39
692.02,8557374,1,0.574302,13.22,6.94,2.60
693.01,8738735,1,0.532485,43.96,11.67,2.89
693.02,8738735,1,0.131033,35.24,9.35,3.87
694.01,8802165,1,-0.185217,30.33,12.21,3.15
695.01,8805348,1,0.668862,22.22,8.21,2.87
696.01,8869680,1,0.595527,5.33,3.52,1.76
697.01,8878187,1,0.089853,47.33,5.98,5.77
698.01,8891278,1,0.015234,76.05,16.48,4.38
699.01,8908102,1,0.099649,41.23,8.46,4.71
700.01,8962094,1,0.453192,43.61,12.20,4.35
700.02,8962094,1,0.705306,16.97,5.97,3.22
700.03,8962094,1,0.749699,16.57,7.42,2.68
700.04,8962094,1,0.227266,37.47,11.72,2.98
701.01,9002278,1,0.656945,26.55,11.91,3.25
701.02,9002278,1,0.306448,20.51,6.68,2.43
701.03,9002278,1,0.403041,46.90,24.29,4.03
701.04,9002278,1,0.204317,37.65,32.73,5.05
701.05,9002278,1,-0.139052,27.59,8.40,2.75
702.01,9053112,1,-0.186169,15.68,4.77,2.44
703.01,9162741,1,0.703272,0.73,2.35,2.04
704.01,9266431,1,0.501143,41.12,11.58,3.66
705.01,9300285,1,-0.185154,13.41,3.91,2.69
706.01,9426071,1,0.212063,43.05,19.67,2.92
707.01,9458613,1,-0.133875,21.36,10.45,2.81
707.02,9458613,1,0.275251,41.34,12.22,3.70
707.03,9458613,1,0.578581,22.51,11.61,2.13
707.04,9458613,1,0.657778,20.24,7.26,2.28
707.05,9458613,1,0.215096,9.25,5.66,2.25
708.01,9530945,1,-0.150651,22.34,10.12,3.60
708.02,9530945,1,0.562653,13.50,7.01,2.60
709.01,9578686,1,0.518193,31.44,10.15,3.25
710.01,9590976,1,0.402977,4.43,4.32,1.58
710.02,9590976,1,0.233228,12.57,5.69,2.50
710.03,9590976,1,0.339955,6.21,3.75,2.64
711.01,9597345,1,0.063193,32.93,15.73,3.14
711.02,9597345,1,0.619938,10.83,4.77,2.92
711.03,9597345,1,0.174862,62.48,18.18,2.78
712.01,9640976,1,0.501192,50.98,4.53,10.37
713.01,9640985,1,0.556662,28.76,4.85,6.36
714.01,9702072,1,0.247767,13.00,5.46,2.08
715.01,9834719,1,0.146325,16.29,6.43,3.13
716.01,9846348,1,0.078900,65.87,18.55,3.60
717.01,9873254,1,0.493369,24.97,7.85,3.17
718.01,9884104,1,0.506514,19.53,5.96,3.50
718.02,9884104,1,0.202404,23.39,11.75,2.92
718.03,9884104,1,0.166779,44.70,15.55,2.93
719.01,9950612,1,-0.416108,20.44,6.40,4.72
720.01,9963524,1,0.145526,10.98,11.41,5.41
720.02,9963524,1,0.682568,37.48,14.97,4.00
720.03,9963524,1,0.062943,71.05,19.58,3.47
720.04,9963524,1,0.681079,25.45,7.75,3.67
721.01,9964801,1,-0.162286,16.18,6.78,1.77
722.01,9965439,1,0.532351,35.14,12.73,2.52
723.01,10002866,1,0.561849,17.80,15.61,5.25
723.02,10002866,1,0.583082,166.78,39.50,3.73
723.03,10002866,1,0.099430,94.38,28.74,4.29
724.01,10005020,1,0.606756,25.89,10.08,1.92
725.01,10068383,1,0.499658,855.12,39.09,22.71
726.01,10157573,1,0.504975,51.85,17.55,3.19
727.01,10191070,1,-0.136458,101.99,13.93,7.07
728.01,10221013,1,-0.086499,101.82,26.51,3.22
729.01,10225800,1,-0.188755,44.92,15.93,2.46
730.01,10227020,1,0.524154,147.31,30.64,4.98
730.02,10227020,1,0.643124,69.34,23.15,3.00
730.03,10227020,1,0.497260,66.23,32.53,2.38
730.04,10227020,1,-0.231516,57.69,20.30,2.24
731.01,10259031,1,0.585168,388.80,28.80,16.39
732.01,10265898,1,-0.089267,80.48,11.43,5.38
732.02,10265898,1,0.106211,39.52,16.11,2.43
732.03,10265898,1,0.412749,55.94,17.19,2.81
733.01,10271806,1,0.254923,80.82,26.52,3.36
734.01,10272442,1,-0.237272,49.32,22.83,2.79
735.01,10287242,1,0.729595,126.06,58.57,3.80
736.01,10340423,1,0.141703,135.92,50.22,2.62
737.01,10345478,1,0.611160,327.76,29.44,10.40
738.01,10358759,2,0.731879,50.28,26.09,2.66
738.02,10358759,2,-0.094694,64.97,25.29,2.90
739.01,10386984,1,0.075268,54.24,48.42,2.07
740.01,10395381,1,0.354205,82.28,29.41,2.51
741.01,10418797,1,0.672496,846.72,36.02,23.48
742.01,10419211,1,0.562810,872.73,33.72,26.20
743.01,10464078,1,0.610072,1260.96,38.53,37.25
744.01,10480982,1,0.230331,86.82,32.44,2.46
744.02,10480982,1,0.524844,18.04,10.61,1.36
745.01,10485250,1,0.365200,614.26,54.71,12.94
746.01,10526549,1,-0.022768,30.65,41.68,2.43
747.01,10583066,1,-0.178297,86.98,31.32,2.89
748.01,10583180,1,0.502362,73.48,9.78,7.94
749.01,10601284,1,0.398521,22.01,16.24,2.27
750.01,10662202,1,0.698992,96.78,35.19,3.78
750.02,10662202,1,0.670340,63.66,21.04,3.19
750.03,10662202,1,-0.179103,82.44,26.64,3.60
751.01,10682541,1,0.502822,117.11,39.21,3.15
752.01,10797460,1,-0.432877,68.43,20.99,2.28
753.01,10811496,1,-0.116212,178.51,51.66,4.68
754.01,10848459,1,0.429994,10.51,15.19,1.29
